SID,ISO_TIME,LAT,LON,USA_WIND,USA_PRES,future_pressure_6h,future_wind_6h,future_lat_6h,future_lon_6h,pressure_trend,wind_trend
2023156N10067,2023-06-13 12:00:00,21.2,66.5,95.0,945.0,955.0,85.0,21.5,66.4,-5.0,2.0
2023156N10067,2023-06-13 15:00:00,21.3,66.4,90.0,950.0,955.0,85.0,21.5,66.3,5.0,-5.0
2023156N10067,2023-06-13 18:00:00,21.5,66.4,85.0,955.0,955.0,85.0,21.6,66.3,5.0,-5.0
2023156N10067,2023-06-13 21:00:00,21.5,66.3,85.0,955.0,958.0,83.0,21.6,66.3,0.0,0.0
2023156N10067,2023-06-14 00:00:00,21.6,66.3,85.0,955.0,960.0,80.0,21.6,66.4,0.0,0.0
2023156N10067,2023-06-14 03:00:00,21.6,66.3,83.0,958.0,962.0,75.0,21.7,66.6,3.0,-2.0
2023156N10067,2023-06-14 06:00:00,21.6,66.4,80.0,960.0,964.0,70.0,21.9,66.7,2.0,-3.0
2023156N10067,2023-06-14 09:00:00,21.7,66.6,75.0,962.0,969.0,65.0,22.1,66.8,2.0,-5.0
2023156N10067,2023-06-14 12:00:00,21.9,66.7,70.0,964.0,974.0,60.0,22.2,66.8,2.0,-5.0
2023156N10067,2023-06-14 15:00:00,22.1,66.8,65.0,969.0,975.0,58.0,22.3,66.8,5.0,-5.0
2023156N10067,2023-06-14 18:00:00,22.2,66.8,60.0,974.0,976.0,55.0,22.3,67.0,5.0,-5.0
2023156N10067,2023-06-14 21:00:00,22.3,66.8,58.0,975.0,976.0,55.0,22.5,67.1,1.0,-2.0
2023156N10067,2023-06-15 00:00:00,22.3,67.0,55.0,976.0,975.0,55.0,22.6,67.3,1.0,-3.0
2023156N10067,2023-06-15 03:00:00,22.5,67.1,55.0,976.0,976.0,55.0,22.7,67.7,0.0,0.0
2023156N10067,2023-06-15 06:00:00,22.6,67.3,55.0,975.0,976.0,55.0,22.8,68.1,-1.0,0.0
2023156N10067,2023-06-15 09:00:00,22.7,67.7,55.0,976.0,978.0,53.0,23.1,68.4,1.0,0.0
2023156N10067,2023-06-15 12:00:00,22.8,68.1,55.0,976.0,980.0,50.0,23.3,68.6,0.0,0.0
2023156N10067,2023-06-15 15:00:00,23.1,68.4,53.0,978.0,982.0,48.0,23.4,68.8,2.0,-2.0
2023156N10067,2023-06-15 18:00:00,23.3,68.6,50.0,980.0,983.0,45.0,23.5,69.1,2.0,-3.0
2023156N10067,2023-06-15 21:00:00,23.4,68.8,48.0,982.0,983.0,45.0,23.5,69.4,2.0,-2.0
2023156N10067,2023-06-16 00:00:00,23.5,69.1,45.0,983.0,982.0,45.0,23.7,69.7,1.0,-3.0
2023156N10067,2023-06-16 03:00:00,23.5,69.4,45.0,983.0,984.0,43.0,23.9,70.0,0.0,0.0
2023156N10067,2023-06-16 06:00:00,23.7,69.7,45.0,982.0,985.0,40.0,24.2,70.4,-1.0,0.0
2023156N10067,2023-06-16 09:00:00,23.9,70.0,43.0,984.0,986.0,38.0,24.5,70.7,2.0,-2.0
2023156N10067,2023-06-16 12:00:00,24.2,70.4,40.0,985.0,987.0,35.0,24.6,70.9,1.0,-3.0
2023156N10067,2023-06-16 15:00:00,24.5,70.7,38.0,986.0,989.0,33.0,24.7,71.0,1.0,-2.0
2023156N10067,2023-06-16 18:00:00,24.6,70.9,35.0,987.0,991.0,30.0,24.8,71.2,1.0,-3.0
2023160N20092,2023-06-08 12:00:00,19.5,92.1,30.0,1000.0,996.0,35.0,19.6,91.7,0.0,0.0
2023160N20092,2023-06-08 15:00:00,19.5,91.9,33.0,998.0,989.0,38.0,19.7,91.6,-2.0,3.0
2023160N20092,2023-06-08 18:00:00,19.6,91.7,35.0,996.0,982.0,40.0,19.8,91.5,-2.0,2.0
2023160N20092,2023-06-08 21:00:00,19.7,91.6,38.0,989.0,989.0,40.0,19.9,91.5,-7.0,3.0
2023160N20092,2023-06-09 00:00:00,19.8,91.5,40.0,982.0,995.0,40.0,19.9,91.5,-7.0,2.0
2023160N20092,2023-06-09 03:00:00,19.9,91.5,40.0,989.0,993.0,43.0,19.9,91.5,7.0,0.0
2023160N20092,2023-06-09 06:00:00,19.9,91.5,40.0,995.0,991.0,45.0,20.0,91.5,6.0,0.0
2023160N20092,2023-06-09 09:00:00,19.9,91.5,43.0,993.0,991.0,40.0,20.0,91.5,-2.0,3.0
2023160N20092,2023-06-09 12:00:00,20.0,91.5,45.0,991.0,991.0,35.0,20.2,91.6,-2.0,2.0
2023160N20092,2023-06-09 15:00:00,20.0,91.5,40.0,991.0,994.0,33.0,20.6,91.7,0.0,-5.0
2023160N20092,2023-06-09 18:00:00,20.2,91.6,35.0,991.0,996.0,30.0,21.0,91.8,0.0,-5.0
2023160N20092,2023-06-09 21:00:00,20.6,91.7,33.0,994.0,994.0,28.0,21.4,91.7,3.0,-2.0
2023160N20092,2023-06-10 00:00:00,21.0,91.8,30.0,996.0,992.0,25.0,21.8,91.4,2.0,-3.0
2023212N19090,2023-07-30 12:00:00,19.0,90.0,25.0,1004.0,1000.0,30.0,18.7,90.5,0.0,0.0
2023212N19090,2023-07-30 15:00:00,18.8,90.2,28.0,1002.0,992.0,30.0,18.6,90.8,-2.0,3.0
2023212N19090,2023-07-30 18:00:00,18.7,90.5,30.0,1000.0,984.0,30.0,18.6,91.0,-2.0,2.0
2023212N19090,2023-07-30 21:00:00,18.6,90.8,30.0,992.0,988.0,30.0,18.6,91.2,-8.0,0.0
2023212N19090,2023-07-31 00:00:00,18.6,91.0,30.0,984.0,992.0,30.0,18.6,91.3,-8.0,0.0
2023212N19090,2023-07-31 03:00:00,18.6,91.2,30.0,988.0,991.0,33.0,18.7,91.6,4.0,0.0
2023212N19090,2023-07-31 06:00:00,18.6,91.3,30.0,992.0,990.0,35.0,19.0,91.8,4.0,0.0
2023212N19090,2023-07-31 09:00:00,18.7,91.6,33.0,991.0,989.0,38.0,19.5,91.9,-1.0,3.0
2023212N19090,2023-07-31 12:00:00,19.0,91.8,35.0,990.0,987.0,40.0,19.9,92.0,-1.0,2.0
2023212N19090,2023-07-31 15:00:00,19.5,91.9,38.0,989.0,988.0,40.0,19.8,92.1,-1.0,3.0
2023212N19090,2023-07-31 18:00:00,19.9,92.0,40.0,987.0,988.0,40.0,20.0,91.9,-2.0,2.0
2023212N19090,2023-07-31 21:00:00,19.8,92.1,40.0,988.0,989.0,38.0,20.9,91.3,1.0,0.0
2023212N19090,2023-08-01 00:00:00,20.0,91.9,40.0,988.0,990.0,35.0,21.6,90.7,0.0,0.0
2023212N19090,2023-08-01 03:00:00,20.9,91.3,38.0,989.0,986.0,33.0,22.0,90.2,1.0,-2.0
2023212N19090,2023-08-01 06:00:00,21.6,90.7,35.0,990.0,981.0,30.0,22.3,89.7,1.0,-3.0
2023212N19090,2023-08-01 09:00:00,22.0,90.2,33.0,986.0,982.0,28.0,22.6,89.3,-4.0,-2.0
2023212N19090,2023-08-01 12:00:00,22.3,89.7,30.0,981.0,982.0,25.0,22.8,88.8,-5.0,-3.0
2023212N19090,2023-08-01 15:00:00,22.6,89.3,28.0,982.0,988.0,25.0,22.9,88.1,1.0,-2.0
2023212N19090,2023-08-01 18:00:00,22.8,88.8,25.0,982.0,993.0,25.0,23.1,87.4,0.0,-3.0
2023212N19090,2023-08-01 21:00:00,22.9,88.1,25.0,988.0,993.0,23.0,23.2,86.9,6.0,0.0
2023212N19090,2023-08-02 00:00:00,23.1,87.4,25.0,993.0,992.0,20.0,23.3,86.2,5.0,0.0
2023292N11063,2023-10-19 06:00:00,10.7,62.6,15.0,1010.0,1007.0,20.0,10.2,62.4,0.0,0.0
2023292N11063,2023-10-19 09:00:00,10.4,62.5,18.0,1009.0,1007.0,23.0,10.0,62.4,-1.0,3.0
2023292N11063,2023-10-19 12:00:00,10.2,62.4,20.0,1007.0,1006.0,25.0,9.9,62.3,-2.0,2.0
2023292N11063,2023-10-19 15:00:00,10.0,62.4,23.0,1007.0,1006.0,28.0,9.7,62.2,0.0,3.0
2023292N11063,2023-10-19 18:00:00,9.9,62.3,25.0,1006.0,1006.0,30.0,9.5,62.1,-1.0,2.0
2023292N11063,2023-10-19 21:00:00,9.7,62.2,28.0,1006.0,1006.0,30.0,9.3,61.8,0.0,3.0
2023292N11063,2023-10-20 00:00:00,9.5,62.1,30.0,1006.0,1006.0,30.0,9.3,61.6,0.0,2.0
2023292N11063,2023-10-20 03:00:00,9.3,61.8,30.0,1006.0,1005.0,33.0,9.3,61.3,0.0,0.0
2023292N11063,2023-10-20 06:00:00,9.3,61.6,30.0,1006.0,1003.0,35.0,9.4,61.1,0.0,0.0
2023292N11063,2023-10-20 09:00:00,9.3,61.3,33.0,1005.0,1003.0,38.0,9.5,60.7,-1.0,3.0
2023292N11063,2023-10-20 12:00:00,9.4,61.1,35.0,1003.0,1003.0,40.0,9.6,60.3,-2.0,2.0
2023292N11063,2023-10-20 15:00:00,9.5,60.7,38.0,1003.0,1000.0,45.0,9.7,59.7,0.0,3.0
2023292N11063,2023-10-20 18:00:00,9.6,60.3,40.0,1003.0,997.0,50.0,9.9,59.2,0.0,2.0
2023292N11063,2023-10-20 21:00:00,9.7,59.7,45.0,1000.0,996.0,53.0,10.1,58.7,-3.0,5.0
2023292N11063,2023-10-21 00:00:00,9.9,59.2,50.0,997.0,995.0,55.0,10.3,58.3,-3.0,5.0
2023292N11063,2023-10-21 03:00:00,10.1,58.7,53.0,996.0,990.0,63.0,10.3,57.8,-1.0,3.0
2023292N11063,2023-10-21 06:00:00,10.3,58.3,55.0,995.0,984.0,70.0,10.7,57.4,-1.0,2.0
2023292N11063,2023-10-21 09:00:00,10.3,57.8,63.0,990.0,971.0,88.0,11.1,57.0,-5.0,8.0
2023292N11063,2023-10-21 12:00:00,10.7,57.4,70.0,984.0,958.0,105.0,11.4,56.6,-6.0,7.0
2023292N11063,2023-10-21 15:00:00,11.1,57.0,88.0,971.0,959.0,105.0,11.7,56.1,-13.0,18.0
2023292N11063,2023-10-21 18:00:00,11.4,56.6,105.0,958.0,959.0,105.0,12.1,55.9,-13.0,17.0
2023292N11063,2023-10-21 21:00:00,11.7,56.1,105.0,959.0,961.0,103.0,12.4,55.4,1.0,0.0
2023292N11063,2023-10-22 00:00:00,12.1,55.9,105.0,959.0,962.0,100.0,12.7,55.1,0.0,0.0
2023292N11063,2023-10-22 03:00:00,12.4,55.4,103.0,961.0,962.0,100.0,13.0,54.7,2.0,-2.0
2023292N11063,2023-10-22 06:00:00,12.7,55.1,100.0,962.0,961.0,100.0,13.4,54.4,1.0,-3.0
2023292N11063,2023-10-22 09:00:00,13.0,54.7,100.0,962.0,961.0,103.0,13.6,54.1,0.0,0.0
2023292N11063,2023-10-22 12:00:00,13.4,54.4,100.0,961.0,960.0,105.0,13.9,53.9,-1.0,0.0
2023292N11063,2023-10-22 15:00:00,13.6,54.1,103.0,961.0,968.0,95.0,14.1,53.5,0.0,3.0
2023292N11063,2023-10-22 18:00:00,13.9,53.9,105.0,960.0,976.0,85.0,14.3,53.4,-1.0,2.0
2023292N11063,2023-10-22 21:00:00,14.1,53.5,95.0,968.0,978.0,83.0,14.6,53.1,8.0,-10.0
2023292N11063,2023-10-23 00:00:00,14.3,53.4,85.0,976.0,980.0,80.0,14.9,52.9,8.0,-10.0
2023292N11063,2023-10-23 03:00:00,14.6,53.1,83.0,978.0,981.0,75.0,15.1,52.7,2.0,-2.0
2023292N11063,2023-10-23 06:00:00,14.9,52.9,80.0,980.0,982.0,70.0,15.4,52.7,2.0,-3.0
2023292N11063,2023-10-23 09:00:00,15.1,52.7,75.0,981.0,984.0,68.0,15.6,52.5,1.0,-5.0
2023292N11063,2023-10-23 12:00:00,15.4,52.7,70.0,982.0,986.0,65.0,15.8,52.3,1.0,-5.0
2023292N11063,2023-10-23 15:00:00,15.6,52.5,68.0,984.0,993.0,55.0,15.8,52.3,2.0,-2.0
2023292N11063,2023-10-23 18:00:00,15.8,52.3,65.0,986.0,999.0,45.0,15.9,52.3,2.0,-3.0
2023292N11063,2023-10-23 21:00:00,15.8,52.3,55.0,993.0,998.0,38.0,15.8,51.9,7.0,-10.0
2023292N11063,2023-10-24 00:00:00,15.9,52.3,45.0,999.0,997.0,30.0,15.9,51.6,6.0,-10.0
2023292N11063,2023-10-24 03:00:00,15.8,51.9,38.0,998.0,999.0,25.0,16.1,51.4,-1.0,-7.0
2023292N11063,2023-10-24 06:00:00,15.9,51.6,30.0,997.0,1001.0,20.0,16.4,51.3,-1.0,-8.0
2023293N12089,2023-10-20 06:00:00,12.4,88.6,15.0,1010.0,1010.0,15.0,12.7,88.4,0.0,0.0
2023293N12089,2023-10-20 09:00:00,12.6,88.5,15.0,1010.0,1008.0,20.0,13.6,87.1,0.0,0.0
2023293N12089,2023-10-20 12:00:00,12.7,88.4,15.0,1010.0,1007.0,23.0,14.1,86.5,0.0,0.0
2023293N12089,2023-10-21 06:00:00,13.6,87.1,20.0,1008.0,1005.0,25.0,14.6,86.0,-2.0,5.0
2023293N12089,2023-10-21 09:00:00,14.1,86.5,23.0,1007.0,1003.0,25.0,15.0,85.8,-1.0,3.0
2023293N12089,2023-10-21 12:00:00,14.6,86.0,25.0,1005.0,1001.0,25.0,15.1,86.0,-2.0,2.0
2023293N12089,2023-10-21 15:00:00,15.0,85.8,25.0,1003.0,1000.0,28.0,15.2,86.1,-2.0,0.0
2023293N12089,2023-10-21 18:00:00,15.1,86.0,25.0,1001.0,999.0,30.0,15.2,86.2,-2.0,0.0
2023293N12089,2023-10-21 21:00:00,15.2,86.1,28.0,1000.0,999.0,30.0,15.3,86.2,-1.0,3.0
2023293N12089,2023-10-22 00:00:00,15.2,86.2,30.0,999.0,999.0,30.0,15.5,86.3,-1.0,2.0
2023293N12089,2023-10-22 03:00:00,15.3,86.2,30.0,999.0,998.0,30.0,15.7,86.4,0.0,0.0
2023293N12089,2023-10-22 06:00:00,15.5,86.3,30.0,999.0,997.0,30.0,15.9,86.6,0.0,0.0
2023293N12089,2023-10-22 09:00:00,15.7,86.4,30.0,998.0,997.0,30.0,16.2,86.7,-1.0,0.0
2023293N12089,2023-10-22 12:00:00,15.9,86.6,30.0,997.0,997.0,30.0,16.2,86.8,-1.0,0.0
2023293N12089,2023-10-22 15:00:00,16.2,86.7,30.0,997.0,997.0,30.0,16.4,86.8,0.0,0.0
2023293N12089,2023-10-22 18:00:00,16.2,86.8,30.0,997.0,997.0,30.0,16.8,86.9,0.0,0.0
2023293N12089,2023-10-22 21:00:00,16.4,86.8,30.0,997.0,998.0,38.0,17.1,86.9,0.0,0.0
2023293N12089,2023-10-23 00:00:00,16.8,86.9,30.0,997.0,999.0,45.0,17.5,87.0,0.0,0.0
2023293N12089,2023-10-23 03:00:00,17.1,86.9,38.0,998.0,998.0,45.0,17.9,87.2,1.0,8.0
2023293N12089,2023-10-23 06:00:00,17.5,87.0,45.0,999.0,997.0,45.0,18.4,87.4,1.0,7.0
2023293N12089,2023-10-23 09:00:00,17.9,87.2,45.0,998.0,996.0,50.0,18.8,87.8,-1.0,0.0
2023293N12089,2023-10-23 12:00:00,18.4,87.4,45.0,997.0,994.0,55.0,19.2,88.2,-1.0,0.0
2023293N12089,2023-10-23 15:00:00,18.8,87.8,50.0,996.0,988.0,65.0,19.4,88.6,-1.0,5.0
2023293N12089,2023-10-23 18:00:00,19.2,88.2,55.0,994.0,982.0,75.0,19.7,89.0,-2.0,5.0
2023293N12089,2023-10-23 21:00:00,19.4,88.6,65.0,988.0,982.0,75.0,20.0,89.6,-6.0,10.0
2023293N12089,2023-10-24 00:00:00,19.7,89.0,75.0,982.0,981.0,75.0,20.3,90.2,-6.0,10.0
2023293N12089,2023-10-24 03:00:00,20.0,89.6,75.0,982.0,976.0,83.0,20.7,90.8,0.0,0.0
2023293N12089,2023-10-24 06:00:00,20.3,90.2,75.0,981.0,970.0,90.0,21.0,91.2,-1.0,0.0
2023293N12089,2023-10-24 09:00:00,20.7,90.8,83.0,976.0,980.0,75.0,20.9,91.0,-5.0,8.0
2023293N12089,2023-10-24 12:00:00,21.0,91.2,90.0,970.0,990.0,60.0,20.9,90.8,-6.0,7.0
2023293N12089,2023-10-24 15:00:00,20.9,91.0,75.0,980.0,997.0,48.0,21.5,91.5,10.0,-15.0
2023293N12089,2023-10-24 18:00:00,20.9,90.8,60.0,990.0,1004.0,35.0,22.2,92.2,10.0,-15.0
2023293N12089,2023-10-24 21:00:00,21.5,91.5,48.0,997.0,1006.0,30.0,22.5,92.4,7.0,-12.0
2023293N12089,2023-10-25 00:00:00,22.2,92.2,35.0,1004.0,1007.0,25.0,22.7,92.5,7.0,-13.0
2023317N10094,2023-11-13 06:00:00,9.9,94.1,15.0,1010.0,1007.0,20.0,10.9,93.4,0.0,0.0
2023317N10094,2023-11-13 09:00:00,10.4,93.9,18.0,1009.0,1007.0,20.0,11.4,92.6,-1.0,3.0
2023317N10094,2023-11-13 12:00:00,10.9,93.4,20.0,1007.0,1006.0,20.0,11.8,91.7,-2.0,2.0
2023317N10094,2023-11-13 15:00:00,11.4,92.6,20.0,1007.0,1006.0,20.0,12.1,91.1,0.0,0.0
2023317N10094,2023-11-13 18:00:00,11.8,91.7,20.0,1006.0,1006.0,20.0,12.4,90.6,-1.0,0.0
2023317N10094,2023-11-13 21:00:00,12.1,91.1,20.0,1006.0,1006.0,20.0,12.7,90.0,0.0,0.0
2023317N10094,2023-11-14 00:00:00,12.4,90.6,20.0,1006.0,1006.0,20.0,12.9,89.4,0.0,0.0
2023317N10094,2023-11-14 03:00:00,12.7,90.0,20.0,1006.0,1006.0,20.0,13.2,88.6,0.0,0.0
2023317N10094,2023-11-14 06:00:00,12.9,89.4,20.0,1006.0,1005.0,20.0,13.4,87.9,0.0,0.0
2023317N10094,2023-11-14 09:00:00,13.2,88.6,20.0,1006.0,1005.0,20.0,13.5,87.4,0.0,0.0
2023317N10094,2023-11-14 12:00:00,13.4,87.9,20.0,1005.0,1005.0,20.0,13.6,87.1,-1.0,0.0
2023317N10094,2023-11-14 15:00:00,13.5,87.4,20.0,1005.0,1005.0,20.0,13.6,86.7,0.0,0.0
2023317N10094,2023-11-14 18:00:00,13.6,87.1,20.0,1005.0,1004.0,20.0,13.8,86.5,0.0,0.0
2023317N10094,2023-11-14 21:00:00,13.6,86.7,20.0,1005.0,1004.0,20.0,14.3,86.6,0.0,0.0
2023317N10094,2023-11-15 00:00:00,13.8,86.5,20.0,1004.0,1003.0,20.0,14.8,86.7,-1.0,0.0
2023317N10094,2023-11-15 03:00:00,14.3,86.6,20.0,1004.0,1003.0,20.0,15.1,86.7,0.0,0.0
2023317N10094,2023-11-15 06:00:00,14.8,86.7,20.0,1003.0,1002.0,20.0,15.4,86.7,-1.0,0.0
2023317N10094,2023-11-15 09:00:00,15.1,86.7,20.0,1003.0,1001.0,23.0,15.7,86.6,0.0,0.0
2023317N10094,2023-11-15 12:00:00,15.4,86.7,20.0,1002.0,999.0,25.0,16.1,86.7,-1.0,0.0
2023317N10094,2023-11-15 15:00:00,15.7,86.6,23.0,1001.0,999.0,28.0,16.6,86.8,-1.0,3.0
2023317N10094,2023-11-15 18:00:00,16.1,86.7,25.0,999.0,998.0,30.0,17.2,87.0,-2.0,2.0
2023317N10094,2023-11-15 21:00:00,16.6,86.8,28.0,999.0,999.0,28.0,17.5,87.1,0.0,3.0
2023317N10094,2023-11-16 00:00:00,17.2,87.0,30.0,998.0,1000.0,25.0,17.9,87.3,-1.0,2.0
2023317N10094,2023-11-16 03:00:00,17.5,87.1,28.0,999.0,999.0,28.0,18.3,87.5,1.0,-2.0
2023317N10094,2023-11-16 06:00:00,17.9,87.3,25.0,1000.0,998.0,30.0,18.6,87.6,1.0,-3.0
2023317N10094,2023-11-16 09:00:00,18.3,87.5,28.0,999.0,999.0,30.0,18.8,87.9,-1.0,3.0
2023317N10094,2023-11-16 12:00:00,18.6,87.6,30.0,998.0,999.0,30.0,19.2,88.1,-1.0,2.0
2023317N10094,2023-11-16 15:00:00,18.8,87.9,30.0,999.0,998.0,33.0,19.6,88.3,1.0,0.0
2023317N10094,2023-11-16 18:00:00,19.2,88.1,30.0,999.0,997.0,35.0,20.2,88.7,0.0,0.0
2023317N10094,2023-11-16 21:00:00,19.6,88.3,33.0,998.0,996.0,38.0,20.8,89.2,-1.0,3.0
2023317N10094,2023-11-17 00:00:00,20.2,88.7,35.0,997.0,995.0,40.0,21.4,89.7,-1.0,2.0
2023317N10094,2023-11-17 03:00:00,20.8,89.2,38.0,996.0,997.0,35.0,22.1,90.3,-1.0,3.0
2023317N10094,2023-11-17 06:00:00,21.4,89.7,40.0,995.0,998.0,30.0,23.0,91.0,-1.0,2.0
2023317N10094,2023-11-17 09:00:00,22.1,90.3,35.0,997.0,999.0,30.0,23.3,91.2,2.0,-5.0
2023317N10094,2023-11-17 12:00:00,23.0,91.0,30.0,998.0,1000.0,30.0,23.4,91.4,1.0,-5.0
2023334N08088,2023-11-30 06:00:00,7.5,88.0,15.0,1008.0,1008.0,15.0,8.2,87.2,0.0,0.0
2023334N08088,2023-11-30 09:00:00,7.9,87.6,15.0,1008.0,1009.0,15.0,8.3,86.8,0.0,0.0
2023334N08088,2023-11-30 12:00:00,8.2,87.2,15.0,1008.0,1009.0,15.0,8.4,86.4,0.0,0.0
2023334N08088,2023-11-30 15:00:00,8.3,86.8,15.0,1009.0,1007.0,15.0,8.5,86.0,1.0,0.0
2023334N08088,2023-11-30 18:00:00,8.4,86.4,15.0,1009.0,1004.0,15.0,8.8,85.8,0.0,0.0
2023334N08088,2023-11-30 21:00:00,8.5,86.0,15.0,1007.0,1004.0,15.0,9.0,85.6,-2.0,0.0
2023334N08088,2023-12-01 00:00:00,8.8,85.8,15.0,1004.0,1003.0,15.0,9.2,85.4,-3.0,0.0
2023334N08088,2023-12-01 03:00:00,9.0,85.6,15.0,1004.0,1002.0,18.0,9.5,85.3,0.0,0.0
2023334N08088,2023-12-01 06:00:00,9.2,85.4,15.0,1003.0,1001.0,20.0,9.7,85.1,-1.0,0.0
2023334N08088,2023-12-01 09:00:00,9.5,85.3,18.0,1002.0,1001.0,23.0,9.8,85.0,-1.0,3.0
2023334N08088,2023-12-01 12:00:00,9.7,85.1,20.0,1001.0,1000.0,25.0,9.9,84.8,-1.0,2.0
2023334N08088,2023-12-01 15:00:00,9.8,85.0,23.0,1001.0,1000.0,25.0,9.9,84.5,0.0,3.0
2023334N08088,2023-12-01 18:00:00,9.9,84.8,25.0,1000.0,999.0,25.0,10.1,84.1,-1.0,2.0
2023334N08088,2023-12-01 21:00:00,9.9,84.5,25.0,1000.0,999.0,25.0,10.2,83.8,0.0,0.0
2023334N08088,2023-12-02 00:00:00,10.1,84.1,25.0,999.0,998.0,25.0,10.3,83.6,-1.0,0.0
2023334N08088,2023-12-02 03:00:00,10.2,83.8,25.0,999.0,997.0,28.0,10.4,83.5,0.0,0.0
2023334N08088,2023-12-02 06:00:00,10.3,83.6,25.0,998.0,996.0,30.0,10.5,83.5,-1.0,0.0
2023334N08088,2023-12-02 09:00:00,10.4,83.5,28.0,997.0,995.0,30.0,10.7,83.3,-1.0,3.0
2023334N08088,2023-12-02 12:00:00,10.5,83.5,30.0,996.0,994.0,30.0,10.8,83.1,-1.0,2.0
2023334N08088,2023-12-02 15:00:00,10.7,83.3,30.0,995.0,994.0,33.0,11.0,83.0,-1.0,0.0
2023334N08088,2023-12-02 18:00:00,10.8,83.1,30.0,994.0,993.0,35.0,11.3,82.9,-1.0,0.0
2023334N08088,2023-12-02 21:00:00,11.0,83.0,33.0,994.0,993.0,35.0,11.5,82.7,0.0,3.0
2023334N08088,2023-12-03 00:00:00,11.3,82.9,35.0,993.0,993.0,35.0,11.9,82.5,-1.0,2.0
2023334N08088,2023-12-03 03:00:00,11.5,82.7,35.0,993.0,993.0,38.0,12.1,82.4,0.0,0.0
2023334N08088,2023-12-03 06:00:00,11.9,82.5,35.0,993.0,992.0,40.0,12.3,82.3,0.0,0.0
2023334N08088,2023-12-03 09:00:00,12.1,82.4,38.0,993.0,992.0,45.0,12.5,82.1,0.0,3.0
2023334N08088,2023-12-03 12:00:00,12.3,82.3,40.0,992.0,991.0,50.0,12.8,81.8,-1.0,2.0
2023334N08088,2023-12-03 15:00:00,12.5,82.1,45.0,992.0,991.0,53.0,12.9,81.6,0.0,5.0
2023334N08088,2023-12-03 18:00:00,12.8,81.8,50.0,991.0,990.0,55.0,13.1,81.4,-1.0,5.0
2023334N08088,2023-12-03 21:00:00,12.9,81.6,53.0,991.0,990.0,55.0,13.3,81.1,0.0,3.0
2023334N08088,2023-12-04 00:00:00,13.1,81.4,55.0,990.0,989.0,55.0,13.5,80.9,-1.0,2.0
2023334N08088,2023-12-04 03:00:00,13.3,81.1,55.0,990.0,989.0,58.0,13.7,80.7,0.0,0.0
2023334N08088,2023-12-04 06:00:00,13.5,80.9,55.0,989.0,988.0,60.0,14.0,80.6,-1.0,0.0
2023334N08088,2023-12-04 09:00:00,13.7,80.7,58.0,989.0,987.0,63.0,14.2,80.4,0.0,3.0
2023334N08088,2023-12-04 12:00:00,14.0,80.6,60.0,988.0,985.0,65.0,14.4,80.3,-1.0,2.0
2023334N08088,2023-12-04 15:00:00,14.2,80.4,63.0,987.0,986.0,63.0,14.6,80.2,-1.0,3.0
2023334N08088,2023-12-04 18:00:00,14.4,80.3,65.0,985.0,987.0,60.0,14.9,80.1,-2.0,2.0
2023334N08088,2023-12-04 21:00:00,14.6,80.2,63.0,986.0,989.0,58.0,15.2,80.1,1.0,-2.0
2023334N08088,2023-12-05 00:00:00,14.9,80.1,60.0,987.0,991.0,55.0,15.6,80.2,1.0,-3.0
2023334N08088,2023-12-05 03:00:00,15.2,80.1,58.0,989.0,993.0,50.0,15.8,80.2,2.0,-2.0
2023334N08088,2023-12-05 06:00:00,15.6,80.2,55.0,991.0,994.0,45.0,16.0,80.2,2.0,-3.0
2023334N08088,2023-12-05 09:00:00,15.8,80.2,50.0,993.0,995.0,40.0,16.4,80.3,2.0,-5.0
2023334N08088,2023-12-05 12:00:00,16.0,80.2,45.0,994.0,996.0,35.0,16.9,80.4,1.0,-5.0
2023334N08088,2023-12-05 15:00:00,16.4,80.3,40.0,995.0,997.0,33.0,17.1,80.5,1.0,-5.0
2023334N08088,2023-12-05 18:00:00,16.9,80.4,35.0,996.0,997.0,30.0,17.3,80.6,1.0,-5.0
2023334N08088,2023-12-05 21:00:00,17.1,80.5,33.0,997.0,998.0,28.0,17.7,80.8,1.0,-2.0
2023334N08088,2023-12-06 00:00:00,17.3,80.6,30.0,997.0,999.0,25.0,18.3,81.1,0.0,-3.0
2024145N14087,2024-05-23 12:00:00,13.6,86.6,15.0,1000.0,998.0,15.0,14.3,87.7,0.0,0.0
2024145N14087,2024-05-23 15:00:00,13.9,87.2,15.0,999.0,997.0,18.0,14.7,88.2,-1.0,0.0
2024145N14087,2024-05-23 18:00:00,14.3,87.7,15.0,998.0,996.0,20.0,15.2,88.6,-1.0,0.0
2024145N14087,2024-05-23 21:00:00,14.7,88.2,18.0,997.0,995.0,23.0,15.5,89.0,-1.0,3.0
2024145N14087,2024-05-24 00:00:00,15.2,88.6,20.0,996.0,994.0,25.0,15.9,89.3,-1.0,2.0
2024145N14087,2024-05-24 03:00:00,15.5,89.0,23.0,995.0,994.0,25.0,16.1,89.4,-1.0,3.0
2024145N14087,2024-05-24 06:00:00,15.9,89.3,25.0,994.0,993.0,25.0,16.4,89.6,-1.0,2.0
2024145N14087,2024-05-24 09:00:00,16.1,89.4,25.0,994.0,993.0,25.0,16.7,89.7,0.0,0.0
2024145N14087,2024-05-24 12:00:00,16.4,89.6,25.0,993.0,992.0,25.0,17.0,89.9,-1.0,0.0
